LNTITLE,fips,TOT_EST_2016,CVAP_EST_2016
Total,1115,86575,65815
Not Hispanic or Latino,1115,84615,65105
American Indian or Alaska Native Alone,1115,240,210
Asian Alone,1115,690,325
Black or African American Alone,1115,8100,6145
Native Hawaiian or Other Pacific Islander Alone,1115,0,0
White Alone,1115,74760,57965
American Indian or Alaska Native and White,1115,425,365
Asian and White,1115,120,30
Black or African American and White,1115,275,70
American Indian or Alaska Native and Black or African American,1115,0,0
Remainder of Two or More Race Responses,1115,0,0
Hispanic or Latino,1115,1960,710
Total,1117,205950,149210
Not Hispanic or Latino,1117,194090,146315
American Indian or Alaska Native Alone,1117,400,315
Asian Alone,1117,4180,1745
Black or African American Alone,1117,23840,17580
Native Hawaiian or Other Pacific Islander Alone,1117,65,45
White Alone,1117,162665,125175
American Indian or Alaska Native and White,1117,755,590
Asian and White,1117,640,455
Black or African American and White,1117,1240,260
American Indian or Alaska Native and Black or African American,1117,35,35
Remainder of Two or More Race Responses,1117,275,115
Hispanic or Latino,1117,11860,2900
Total,1119,13285,10390
Not Hispanic or Latino,1119,13245,10360
American Indian or Alaska Native Alone,1119,40,20
Asian Alone,1119,375,50
Black or African American Alone,1119,9525,7485
Native Hawaiian or Other Pacific Islander Alone,1119,0,0
White Alone,1119,3265,2795
American Indian or Alaska Native and White,1119,15,15
Asian and White,1119,0,0
Black or African American and White,1119,30,0
American Indian or Alaska Native and Black or African American,1119,0,0
Remainder of Two or More Race Responses,1119,0,0
Hispanic or Latino,1119,40,30
Total,1121,81055,62160
Not Hispanic or Latino,1121,79305,61495
American Indian or Alaska Native Alone,1121,210,200
Asian Alone,1121,420,150
Black or African American Alone,1121,26000,19580
Native Hawaiian or Other Pacific Islander Alone,1121,30,30
White Alone,1121,51510,41080
American Indian or Alaska Native and White,1121,380,245
Asian and White,1121,120,75
Black or African American and White,1121,565,60
American Indian or Alaska Native and Black or African American,1121,20,20
Remainder of Two or More Race Responses,1121,55,55
Hispanic or Latino,1121,1750,665
Total,1123,40960,31945
Not Hispanic or Latino,1123,39970,31545
American Indian or Alaska Native Alone,1123,140,120
Asian Alone,1123,210,95
Black or African American Alone,1123,11070,8135
Native Hawaiian or Other Pacific Islander Alone,1123,0,0
White Alone,1123,28290,23020
American Indian or Alaska Native and White,1123,115,70
Asian and White,1123,35,35
Black or African American and White,1123,100,50
American Indian or Alaska Native and Black or African American,1123,0,0
Remainder of Two or More Race Responses,1123,15,15
Hispanic or Latino,1123,990,400
Total,1125,202470,155400
Not Hispanic or Latino,1125,195805,153270
American Indian or Alaska Native Alone,1125,265,230
Asian Alone,1125,3035,1085
Black or African American Alone,1125,62695,46325
Native Hawaiian or Other Pacific Islander Alone,1125,30,25
White Alone,1125,127760,104435
American Indian or Alaska Native and White,1125,645,515
Asian and White,1125,350,250
Black or African American and White,1125,690,160
American Indian or Alaska Native and Black or African American,1125,130,120
Remainder of Two or More Race Responses,1125,215,120
Hispanic or Latino,1125,6665,2130
Total,1127,65595,50325
Not Hispanic or Latino,1127,64110,50015
American Indian or Alaska Native Alone,1127,35,30
Asian Alone,1127,300,130
Black or African American Alone,1127,3710,2825
Native Hawaiian or Other Pacific Islander Alone,1127,0,0
White Alone,1127,58765,46370
American Indian or Alaska Native and White,1127,565,430
Asian and White,1127,40,40
Black or African American and White,1127,570,90
American Indian or Alaska Native and Black or African American,1127,100,80
Remainder of Two or More Race Responses,1127,25,25
Hispanic or Latino,1127,1485,310
Total,1129,16910,12865
Not Hispanic or Latino,1129,16690,12745
American Indian or Alaska Native Alone,1129,1320,920
Asian Alone,1129,110,15
Black or African American Alone,1129,4190,3090
Native Hawaiian or Other Pacific Islander Alone,1129,0,0
White Alone,1129,11000,8655
American Indian or Alaska Native and White,1129,60,60
Asian and White,1129,4,0
Black or African American and White,1129,4,4
American Indian or Alaska Native and Black or African American,1129,0,0
Remainder of Two or More Race Responses,1129,0,0
Hispanic or Latino,1129,220,115
Total,1131,11120,8520
Not Hispanic or Latino,1131,11055,8460
American Indian or Alaska Native Alone,1131,4,4
Asian Alone,1131,0,0
Black or African American Alone,1131,8000,5915
Native Hawaiian or Other Pacific Islander Alone,1131,0,0
White Alone,1131,3050,2540
American Indian or Alaska Native and White,1131,0,0
Asian and White,1131,0,0
Black or African American and White,1131,0,0
American Indian or Alaska Native and Black or African American,1131,0,0
Remainder of Two or More Race Responses,1131,0,0
Hispanic or Latino,1131,60,60
Total,1133,24015,18770
Not Hispanic or Latino,1133,23315,18560
American Indian or Alaska Native Alone,1133,85,80
Asian Alone,1133,85,35
Black or African American Alone,1133,100,100
Native Hawaiian or Other Pacific Islander Alone,1133,0,0
White Alone,1133,22640,18080
American Indian or Alaska Native and White,1133,390,260
Asian and White,1133,0,0
Black or African American and White,1133,15,4
American Indian or Alaska Native and Black or African American,1133,0,0
Remainder of Two or More Race Responses,1133,0,0
Hispanic or Latino,1133,700,210
Total,2013,3300,1965
Not Hispanic or Latino,2013,2970,1850
American Indian or Alaska Native Alone,2013,1100,815
Asian Alone,2013,970,360
Black or African American Alone,2013,220,110
Native Hawaiian or Other Pacific Islander Alone,2013,35,15
White Alone,2013,490,430
American Indian or Alaska Native and White,2013,100,75
Asian and White,2013,20,20
Black or African American and White,2013,0,0
American Indian or Alaska Native and Black or African American,2013,0,0
Remainder of Two or More Race Responses,2013,30,15
Hispanic or Latino,2013,330,115
Total,2016,5715,3635
Not Hispanic or Latino,2016,4925,3200
American Indian or Alaska Native Alone,2016,725,580
Asian Alone,2016,2060,885
Black or African American Alone,2016,310,255
Native Hawaiian or Other Pacific Islander Alone,2016,140,90
White Alone,2016,1495,1325
American Indian or Alaska Native and White,2016,80,35
Asian and White,2016,60,10
Black or African American and White,2016,4,0
American Indian or Alaska Native and Black or African American,2016,4,0
Remainder of Two or More Race Responses,2016,40,25
Hispanic or Latino,2016,790,435
Total,2020,299320,213935
Not Hispanic or Latino,2020,273230,199030
American Indian or Alaska Native Alone,2020,20125,14555
Asian Alone,2020,26625,13745
Black or African American Alone,2020,15995,11160
Native Hawaiian or Other Pacific Islander Alone,2020,6800,3595
White Alone,2020,179530,143045
American Indian or Alaska Native and White,2020,11525,7245
Asian and White,2020,3720,1975
Black or African American and White,2020,3225,1290
American Indian or Alaska Native and Black or African American,2020,1095,510
Remainder of Two or More Race Responses,2020,4590,1905
Hispanic or Latino,2020,26090,14905
Total,2050,17885,11320
Not Hispanic or Latino,2050,17525,11195
American Indian or Alaska Native Alone,2050,14540,8995
Asian Alone,2050,160,110
Black or African American Alone,2050,135,110
Native Hawaiian or Other Pacific Islander Alone,2050,40,35
White Alone,2050,1865,1505
American Indian or Alaska Native and White,2050,600,360
Asian and White,2050,10,4
Black or African American and White,2050,10,10
American Indian or Alaska Native and Black or African American,2050,50,35
Remainder of Two or More Race Responses,2050,110,30
Hispanic or Latino,2050,360,125
Total,2060,940,715
Not Hispanic or Latino,2060,895,690
American Indian or Alaska Native Alone,2060,300,235
Asian Alone,2060,10,4
Black or African American Alone,2060,4,4
Native Hawaiian or Other Pacific Islander Alone,2060,4,4
White Alone,2060,500,400
American Indian or Alaska Native and White,2060,60,35
Asian and White,2060,4,4
Black or African American and White,2060,0,0
American Indian or Alaska Native and Black or African American,2060,4,0
Remainder of Two or More Race Responses,2060,15,4
Hispanic or Latino,2060,45,25
Total,2068,2125,1650
Not Hispanic or Latino,2068,2110,1635
American Indian or Alaska Native Alone,2068,65,65
Asian Alone,2068,70,20
Black or African American Alone,2068,20,20
Native Hawaiian or Other Pacific Islander Alone,2068,0,0
White Alone,2068,1810,1395
American Indian or Alaska Native and White,2068,45,40
Asian and White,2068,75,75
Black or African American and White,2068,4,4
American Indian or Alaska Native and Black or African American,2068,4,4
Remainder of Two or More Race Responses,2068,10,10
Hispanic or Latino,2068,15,15
Total,2070,4980,3355
Not Hispanic or Latino,2070,4835,3280
American Indian or Alaska Native Alone,2070,3550,2315
Asian Alone,2070,110,60
Black or African American Alone,2070,10,10
Native Hawaiian or Other Pacific Islander Alone,2070,4,4
White Alone,2070,840,690
American Indian or Alaska Native and White,2070,245,150
Asian and White,2070,10,10
Black or African American and White,2070,0,0
American Indian or Alaska Native and Black or African American,2070,15,10
Remainder of Two or More Race Responses,2070,55,35
Hispanic or Latino,2070,145,75
Total,2090,100150,73390
Not Hispanic or Latino,2090,92665,68765
American Indian or Alaska Native Alone,2090,6010,4140
Asian Alone,2090,2890,1515
Black or African American Alone,2090,4085,3020
Native Hawaiian or Other Pacific Islander Alone,2090,505,275
White Alone,2090,71660,55485
American Indian or Alaska Native and White,2090,3790,2445
Asian and White,2090,1075,540
Black or African American and White,2090,1435,640
American Indian or Alaska Native and Black or African American,2090,150,115
Remainder of Two or More Race Responses,2090,1070,590
Hispanic or Latino,2090,7485,4630
Total,2100,2530,2000
Not Hispanic or Latino,2100,2485,1975
American Indian or Alaska Native Alone,2100,120,105
Asian Alone,2100,85,75
Black or African American Alone,2100,4,4
Native Hawaiian or Other Pacific Islander Alone,2100,4,0
White Alone,2100,1945,1595
American Indian or Alaska Native and White,2100,125,95
Asian and White,2100,110,95
Black or African American and White,2100,80,0
American Indian or Alaska Native and Black or African American,2100,4,4
Remainder of Two or More Race Responses,2100,10,4
Hispanic or Latino,2100,40,20
Total,2105,2105,1640
Not Hispanic or Latino,2105,2000,1600
American Indian or Alaska Native Alone,2105,650,505
Asian Alone,2105,50,10
Black or African American Alone,2105,75,45
Native Hawaiian or Other Pacific Islander Alone,2105,4,0
White Alone,2105,1020,920
American Indian or Alaska Native and White,2105,130,100
Asian and White,2105,15,10
Black or African American and White,2105,40,0
American Indian or Alaska Native and Black or African American,2105,20,4
Remainder of Two or More Race Responses,2105,4,4
Hispanic or Latino,2105,105,45
Total,2110,32525,24185
Not Hispanic or Latino,2110,30475,23090
American Indian or Alaska Native Alone,2110,3790,2825
Asian Alone,2110,2110,1125
Black or African American Alone,2110,365,325
Native Hawaiian or Other Pacific Islander Alone,2110,325,150
White Alone,2110,21375,17335
American Indian or Alaska Native and White,2110,1485,880
Asian and White,2110,275,120
Black or African American and White,2110,105,20
American Indian or Alaska Native and Black or African American,2110,145,75
Remainder of Two or More Race Responses,2110,505,235
Hispanic or Latino,2110,2050,1095
Total,2122,57635,43770
Not Hispanic or Latino,2122,55425,42410
American Indian or Alaska Native Alone,2122,4110,3020
Asian Alone,2122,760,350
Black or African American Alone,2122,325,265
Native Hawaiian or Other Pacific Islander Alone,2122,190,100
White Alone,2122,47000,36950
American Indian or Alaska Native and White,2122,2250,1340
Asian and White,2122,255,145
Black or African American and White,2122,195,75
American Indian or Alaska Native and Black or African American,2122,30,25
Remainder of Two or More Race Responses,2122,300,140
Hispanic or Latino,2122,2215,1360
Total,2130,13715,10165
Not Hispanic or Latino,2130,13080,9800
American Indian or Alaska Native Alone,2130,1815,1320
Asian Alone,2130,1035,485
Black or African American Alone,2130,80,40
Native Hawaiian or Other Pacific Islander Alone,2130,10,10
White Alone,2130,8880,7245
American Indian or Alaska Native and White,2130,805,470
Asian and White,2130,170,65
Black or African American and White,2130,55,35
American Indian or Alaska Native and Black or African American,2130,15,15
Remainder of Two or More Race Responses,2130,215,110
Hispanic or Latino,2130,635,370
Total,2150,13920,9120
Not Hispanic or Latino,2150,12705,8450
American Indian or Alaska Native Alone,2150,1745,1245
Asian Alone,2150,3045,1335
Black or African American Alone,2150,15,4
Native Hawaiian or Other Pacific Islander Alone,2150,135,60
White Alone,2150,7080,5465
American Indian or Alaska Native and White,2150,525,255
