lntitle,fips,tot_est_2020,cvap_est_2020
Total,1115,87990,67240
Not Hispanic or Latino,1115,85855,66455
American Indian or Alaska Native Alone,1115,305,305
Asian Alone,1115,705,385
Black or African American Alone,1115,8420,6345
Native Hawaiian or Other Pacific Islander Alone,1115,10,10
White Alone,1115,75555,58795
American Indian or Alaska Native and White,1115,375,305
Asian and White,1115,195,115
Black or African American and White,1115,275,175
American Indian or Alaska Native and Black or African American,1115,0,0
Remainder of Two or More Race Responses,1115,15,15
Hispanic or Latino,1115,2135,785
Total,1117,213430,156320
Not Hispanic or Latino,1117,201225,152600
American Indian or Alaska Native Alone,1117,560,495
Asian Alone,1117,4400,1865
Black or African American Alone,1117,25855,19505
Native Hawaiian or Other Pacific Islander Alone,1117,50,35
White Alone,1117,166560,129010
American Indian or Alaska Native and White,1117,645,455
Asian and White,1117,965,510
Black or African American and White,1117,1865,545
American Indian or Alaska Native and Black or African American,1117,125,80
Remainder of Two or More Race Responses,1117,200,105
Hispanic or Latino,1117,12210,3720
Total,1119,12795,10135
Not Hispanic or Latino,1119,12730,10105
American Indian or Alaska Native Alone,1119,10,10
Asian Alone,1119,275,60
Black or African American Alone,1119,9245,7350
Native Hawaiian or Other Pacific Islander Alone,1119,0,0
White Alone,1119,3175,2675
American Indian or Alaska Native and White,1119,15,15
Asian and White,1119,0,0
Black or African American and White,1119,15,0
American Indian or Alaska Native and Black or African American,1119,0,0
Remainder of Two or More Race Responses,1119,0,0
Hispanic or Latino,1119,70,30
Total,1121,80385,62380
Not Hispanic or Latino,1121,78545,61615
American Indian or Alaska Native Alone,1121,340,250
Asian Alone,1121,495,185
Black or African American Alone,1121,26050,20045
Native Hawaiian or Other Pacific Islander Alone,1121,25,25
White Alone,1121,50435,40510
American Indian or Alaska Native and White,1121,255,220
Asian and White,1121,120,120
Black or African American and White,1121,760,200
American Indian or Alaska Native and Black or African American,1121,15,15
Remainder of Two or More Race Responses,1121,50,50
Hispanic or Latino,1121,1840,765
Total,1123,40540,31735
Not Hispanic or Latino,1123,39560,31440
American Indian or Alaska Native Alone,1123,90,90
Asian Alone,1123,145,75
Black or African American Alone,1123,10945,8110
Native Hawaiian or Other Pacific Islander Alone,1123,0,0
White Alone,1123,27920,22840
American Indian or Alaska Native and White,1123,170,105
Asian and White,1123,90,55
Black or African American and White,1123,100,70
American Indian or Alaska Native and Black or African American,1123,0,0
Remainder of Two or More Race Responses,1123,90,90
Hispanic or Latino,1123,980,295
Total,1125,207305,158845
Not Hispanic or Latino,1125,199605,156430
American Indian or Alaska Native Alone,1125,330,215
Asian Alone,1125,3370,1360
Black or African American Alone,1125,66150,49205
Native Hawaiian or Other Pacific Islander Alone,1125,95,85
White Alone,1125,127710,104260
American Indian or Alaska Native and White,1125,605,465
Asian and White,1125,420,350
Black or African American and White,1125,560,205
American Indian or Alaska Native and Black or African American,1125,205,170
Remainder of Two or More Race Responses,1125,160,120
Hispanic or Latino,1125,7700,2415
Total,1127,64110,49360
Not Hispanic or Latino,1127,62515,48935
American Indian or Alaska Native Alone,1127,100,60
Asian Alone,1127,315,195
Black or African American Alone,1127,3955,2935
Native Hawaiian or Other Pacific Islander Alone,1127,0,0
White Alone,1127,57130,45160
American Indian or Alaska Native and White,1127,505,430
Asian and White,1127,65,50
Black or African American and White,1127,395,50
American Indian or Alaska Native and Black or African American,1127,30,30
Remainder of Two or More Race Responses,1127,20,20
Hispanic or Latino,1127,1595,425
Total,1129,16540,12720
Not Hispanic or Latino,1129,16300,12535
American Indian or Alaska Native Alone,1129,1210,810
Asian Alone,1129,40,15
Black or African American Alone,1129,3895,3085
Native Hawaiian or Other Pacific Islander Alone,1129,0,0
White Alone,1129,10760,8495
American Indian or Alaska Native and White,1129,150,105
Asian and White,1129,25,15
Black or African American and White,1129,220,15
American Indian or Alaska Native and Black or African American,1129,0,0
Remainder of Two or More Race Responses,1129,0,0
Hispanic or Latino,1129,240,185
Total,1131,10680,8070
Not Hispanic or Latino,1131,10625,8015
American Indian or Alaska Native Alone,1131,10,10
Asian Alone,1131,4,4
Black or African American Alone,1131,7410,5530
Native Hawaiian or Other Pacific Islander Alone,1131,0,0
White Alone,1131,2865,2400
American Indian or Alaska Native and White,1131,25,25
Asian and White,1131,280,30
Black or African American and White,1131,30,20
American Indian or Alaska Native and Black or African American,1131,0,0
Remainder of Two or More Race Responses,1131,0,0
Hispanic or Latino,1131,55,55
Total,1133,23785,18570
Not Hispanic or Latino,1133,23035,18405
American Indian or Alaska Native Alone,1133,80,80
Asian Alone,1133,35,15
Black or African American Alone,1133,175,105
Native Hawaiian or Other Pacific Islander Alone,1133,10,10
White Alone,1133,22300,17925
American Indian or Alaska Native and White,1133,295,245
Asian and White,1133,10,10
Black or African American and White,1133,120,10
American Indian or Alaska Native and Black or African American,1133,0,0
Remainder of Two or More Race Responses,1133,4,4
Hispanic or Latino,1133,750,165
Total,2013,3385,2240
Not Hispanic or Latino,2013,3080,2100
American Indian or Alaska Native Alone,2013,1555,1255
Asian Alone,2013,665,250
Black or African American Alone,2013,110,65
Native Hawaiian or Other Pacific Islander Alone,2013,35,4
White Alone,2013,445,380
American Indian or Alaska Native and White,2013,215,125
Asian and White,2013,10,4
Black or African American and White,2013,4,4
American Indian or Alaska Native and Black or African American,2013,4,0
Remainder of Two or More Race Responses,2013,45,15
Hispanic or Latino,2013,305,145
Total,2016,5700,3380
Not Hispanic or Latino,2016,4895,3075
American Indian or Alaska Native Alone,2016,605,485
Asian Alone,2016,2260,950
Black or African American Alone,2016,190,160
Native Hawaiian or Other Pacific Islander Alone,2016,150,60
White Alone,2016,1360,1215
American Indian or Alaska Native and White,2016,110,65
Asian and White,2016,75,25
Black or African American and White,2016,10,4
American Indian or Alaska Native and Black or African American,2016,10,4
Remainder of Two or More Race Responses,2016,125,100
Hispanic or Latino,2016,800,305
Total,2020,293530,211010
Not Hispanic or Latino,2020,266605,195375
American Indian or Alaska Native Alone,2020,21665,15405
Asian Alone,2020,27770,15325
Black or African American Alone,2020,15555,10800
Native Hawaiian or Other Pacific Islander Alone,2020,7295,4215
White Alone,2020,170725,136670
American Indian or Alaska Native and White,2020,10480,6915
Asian and White,2020,4270,2005
Black or African American and White,2020,3600,1555
American Indian or Alaska Native and Black or African American,2020,1035,375
Remainder of Two or More Race Responses,2020,4210,2115
Hispanic or Latino,2020,26925,15635
Total,2050,18135,11535
Not Hispanic or Latino,2050,17665,11310
American Indian or Alaska Native Alone,2050,14960,9305
Asian Alone,2050,195,70
Black or African American Alone,2050,135,110
Native Hawaiian or Other Pacific Islander Alone,2050,40,35
White Alone,2050,1765,1420
American Indian or Alaska Native and White,2050,425,310
Asian and White,2050,4,4
Black or African American and White,2050,40,20
American Indian or Alaska Native and Black or African American,2050,30,15
Remainder of Two or More Race Responses,2050,75,25
Hispanic or Latino,2050,470,225
Total,2060,875,680
Not Hispanic or Latino,2060,845,665
American Indian or Alaska Native Alone,2060,300,250
Asian Alone,2060,4,0
Black or African American Alone,2060,4,4
Native Hawaiian or Other Pacific Islander Alone,2060,4,4
White Alone,2060,445,365
American Indian or Alaska Native and White,2060,75,35
Asian and White,2060,4,4
Black or African American and White,2060,0,0
American Indian or Alaska Native and Black or African American,2060,4,0
Remainder of Two or More Race Responses,2060,10,4
Hispanic or Latino,2060,30,20
Total,2068,2245,1865
Not Hispanic or Latino,2068,2240,1860
American Indian or Alaska Native Alone,2068,50,45
Asian Alone,2068,60,4
Black or African American Alone,2068,25,20
Native Hawaiian or Other Pacific Islander Alone,2068,0,0
White Alone,2068,1890,1585
American Indian or Alaska Native and White,2068,90,80
Asian and White,2068,45,45
Black or African American and White,2068,4,4
American Indian or Alaska Native and Black or African American,2068,0,0
Remainder of Two or More Race Responses,2068,75,75
Hispanic or Latino,2068,4,4
Total,2070,4960,3395
Not Hispanic or Latino,2070,4775,3315
American Indian or Alaska Native Alone,2070,3520,2375
Asian Alone,2070,65,45
Black or African American Alone,2070,80,65
Native Hawaiian or Other Pacific Islander Alone,2070,4,4
White Alone,2070,765,630
American Indian or Alaska Native and White,2070,250,145
Asian and White,2070,15,15
Black or African American and White,2070,4,0
American Indian or Alaska Native and Black or African American,2070,25,15
Remainder of Two or More Race Responses,2070,50,25
Hispanic or Latino,2070,185,80
Total,2090,99070,73175
Not Hispanic or Latino,2090,91100,67855
American Indian or Alaska Native Alone,2090,7220,4905
Asian Alone,2090,3065,1645
Black or African American Alone,2090,4340,3430
Native Hawaiian or Other Pacific Islander Alone,2090,505,205
White Alone,2090,69395,54090
American Indian or Alaska Native and White,2090,3100,1980
Asian and White,2090,1235,715
Black or African American and White,2090,1215,340
American Indian or Alaska Native and Black or African American,2090,40,20
Remainder of Two or More Race Responses,2090,985,525
Hispanic or Latino,2090,7970,5325
Total,2100,2520,1840
Not Hispanic or Latino,2100,2405,1800
American Indian or Alaska Native Alone,2100,220,140
Asian Alone,2100,35,25
Black or African American Alone,2100,0,0
Native Hawaiian or Other Pacific Islander Alone,2100,4,0
White Alone,2100,1950,1500
American Indian or Alaska Native and White,2100,110,80
Asian and White,2100,20,15
Black or African American and White,2100,30,4
American Indian or Alaska Native and Black or African American,2100,4,4
Remainder of Two or More Race Responses,2100,30,30
Hispanic or Latino,2100,115,35
Total,2105,2140,1735
Not Hispanic or Latino,2105,1995,1665
American Indian or Alaska Native Alone,2105,770,630
Asian Alone,2105,35,10
Black or African American Alone,2105,65,35
Native Hawaiian or Other Pacific Islander Alone,2105,0,0
White Alone,2105,935,845
American Indian or Alaska Native and White,2105,150,115
Asian and White,2105,4,4
Black or African American and White,2105,4,4
American Indian or Alaska Native and Black or African American,2105,4,4
Remainder of Two or More Race Responses,2105,25,20
Hispanic or Latino,2105,145,65
Total,2110,32225,24235
Not Hispanic or Latino,2110,30040,23055
American Indian or Alaska Native Alone,2110,3310,2510
Asian Alone,2110,2085,1150
Black or African American Alone,2110,315,285
Native Hawaiian or Other Pacific Islander Alone,2110,320,235
White Alone,2110,20860,17105
American Indian or Alaska Native and White,2110,1770,1130
Asian and White,2110,505,220
Black or African American and White,2110,130,20
American Indian or Alaska Native and Black or African American,2110,110,70
Remainder of Two or More Race Responses,2110,635,330
Hispanic or Latino,2110,2185,1180
Total,2122,58465,44495
Not Hispanic or Latino,2122,56035,43050
American Indian or Alaska Native Alone,2122,4530,3500
Asian Alone,2122,915,420
Black or African American Alone,2122,320,240
Native Hawaiian or Other Pacific Islander Alone,2122,195,140
White Alone,2122,47055,37150
American Indian or Alaska Native and White,2122,2105,1095
Asian and White,2122,355,205
Black or African American and White,2122,175,100
American Indian or Alaska Native and Black or African American,2122,4,4
Remainder of Two or More Race Responses,2122,380,205
Hispanic or Latino,2122,2430,1445
Total,2130,13800,10330
Not Hispanic or Latino,2130,13075,9905
American Indian or Alaska Native Alone,2130,1885,1390
Asian Alone,2130,1100,620
Black or African American Alone,2130,110,95
Native Hawaiian or Other Pacific Islander Alone,2130,25,25
White Alone,2130,8855,7165
American Indian or Alaska Native and White,2130,670,420
Asian and White,2130,150,65
Black or African American and White,2130,40,25
American Indian or Alaska Native and Black or African American,2130,20,20
Remainder of Two or More Race Responses,2130,220,75
Hispanic or Latino,2130,725,425
Total,2150,13450,8660
Not Hispanic or Latino,2150,12255,8015
American Indian or Alaska Native Alone,2150,1610,1130
Asian Alone,2150,3050,1155
Black or African American Alone,2150,30,25
Native Hawaiian or Other Pacific Islander Alone,2150,45,45
